ID,Date,Title,Description,URL,Actors,Writer,Gap
575,12/31/1976,Tomorrow's Murder,A stressed sales manager gets more stressed when he finds his tombstone in the cemetary with a date of death a year in the future.,https://www.cbsrmt.com/episode/575-tomorrow-s-murder.html,"16,95,10,90",13,1
576,01/03/1977,Whose Little Girl Are You?,"A manic-depressive tennis star falls into a pill-induced suicidal stupor. In a daze, she recounts the series of unfortunate events that propelled and reduced her to such a pitiful state.",https://www.cbsrmt.com/episode/576-whose-little-girl-are-you.html,"6,151,269",13,1
577,01/04/1977,This Breed Is Doomed,A professional swindler bamboozles the residents of a small town and ends up absconding with an unwanted and unexpected piece of baggage.,https://www.cbsrmt.com/episode/577-this-breed-is-doomed.html,"140,35,38,17",38,1
578,01/06/1977,The Man from Ultra,"Solo Nakeela, an interstellar traveller who cannot know love, accidentally ruins the mind of the great Jeffrey Hale, a talented but fragile young artist. Can he help the young genius regain his sanity in time?",https://www.cbsrmt.com/episode/578-the-man-from-ultra.html,"90,276,49,202",265,1
579,01/07/1977,Conquest of Fear,"While traveling through Spain, a bandit abducts a world-renowned actress. The beauty recognizes the desperado as one of Spainâ€™s most skilled bull fighters that mysteriously vanished.  She works to convince him to leave his life of crime and return to the professional arena.",https://www.cbsrmt.com/episode/579-conquest-of-fear.html,"127,150,38,32",38,1
580,01/10/1977,Two Renegades,"At the turn of the century, a case of mistaken identity lands a professional con man at the forefront of the Panamanian army.  His failure as a General becomes apparent with his lack of skills and Panamaâ€™s enemies learn to take advantage of his weakness.",https://www.cbsrmt.com/episode/580-two-renegades.html,"16,12,35,2,38",13,1
581,01/11/1977,The Passing of Black Eagle,"As a drunk, he is an easy going beggar, but when he is not drinking, he is the criminal known as \""Black Eagle\"" -- destined to rob a locomotive!",https://www.cbsrmt.com/episode/581-the-passing-of-black-eagle.html,"16,9,10,147,95",13,1
582,01/12/1977,Tobin's Palm,"In order to discover the whereabouts of his absent-minded and missing girlfriend, Tobin visits an eccentric occultist to have his palm read. What he learns from the fortune-teller soon sends him on a wild goose chase, much to the amusement of his friend.",https://www.cbsrmt.com/episode/582-tobin-s-palm.html,"16,204,82,6,17",13,1
583,01/13/1977,Don't Die Without Me,The mysterious case of two suicides in the early 20th century piques the interest of a reporter and prompts him to investigate into their deaths. He soon discovers that the one thing that links the incidents together is that the women drew their last breath in the exact same room in a seedy boarding house in Manhattan.,https://www.cbsrmt.com/episode/583-don-t-die-without-me.html,"16,6,155,151",13,1
584,01/14/1977,A Departmental Case,A retired gunfighter sheds his insurance clerk persona in order to track down an alleged wife-beating bank robber and bring him to justice. The ex-vigilante becomes conflicted when a New York reporter discovers that the deceased was actually not that different from her killer.,https://www.cbsrmt.com/episode/584-a-departmental-case.html,"16,118,26,135,95",13,1
585,01/15/1977,Cherchez la Femme,"With the intention of making an investment, the owner of a French Quarter restaurant entrusted the sum of $10,000 to a long-time friend and customer. When an unexpected twist of fate resulted in the manâ€™s death, the restaurateur is forced to hire a private eye to track down her money. The search takes him through the shadier side of New Orleans and all the way to New York City, only to find that what he was searching for had been underneath his nose all along.",https://www.cbsrmt.com/episode/585-cherchez-la-femme.html,"16,35,38,269",13,1
586,01/16/1977,Jimmy Valentine's Gamble,"A professional thief goes on the straight and narrow after finally tiring of a life on the run. However, an unexpected crisis surfaces in his life and he must exercise his old skills to perform one last heist.",https://www.cbsrmt.com/episode/586-jimmy-valentine-s-gamble.html,"16,58,212,90,141",13,1
587,01/17/1977,Son of Satan,"A man and his wife come across an old friend in a stroke of luck. They soon discover that not only has he changed his name, but he actually joined a devil-worshipping cult as well. Despite his religious inclinations, they soon pick-up their old friendship to the extent of even trusting him to babysit their newborn child!",https://www.cbsrmt.com/episode/587-son-of-satan.html,"133,12,47",43,1
588,01/19/1977,The Woman in Red,An unlikely thief steals a famous painting. The person who made off with the masterpiece has highly specific and long term plans for the art piece.,https://www.cbsrmt.com/episode/588-the-woman-in-red.html,"10,210,35,95",13,1
589,01/21/1977,Happy Death Day,"An overweight woman suffers from recurring nightmares of her death at the hands of a faceless man. Distraught over her horrific dreams, she visits a renowned psychologist to help her discover the meaning behind her disturbing nightly terrors.",https://www.cbsrmt.com/episode/589-happy-death-day.html,"6,49,135,141",38,1
590,01/24/1977,License to Kill,"Billy (Chappie) Chapman is a huge 6-foot 260-pound player is cut from the football squad because he lacks the killer instinct. When his wife is seriously injured in an auto accident and the medical bills start piling up, Chappie asks the coach for another chance. The coach renames him \'The Chopper,\' and tells him to go out on the field and destroy his opponents. Unfortunately, Chappie takes his coaches words literally to heart.",https://www.cbsrmt.com/episode/590-license-to-kill.html,"25,204,6,130",13,1
591,01/26/1977,The White Wolf,"A family living at the heart of a remote wilderness is haunted and plagued by a stalking werewolf. Despite the mystery surrounding the strange creature, the children have their own theories as to the real identity of the werewolf.",https://www.cbsrmt.com/episode/591-the-white-wolf.html,"27,66,69,205,147",38,1
592,01/28/1977,My Fair Lady-Killer,"A series of deaths involving loose and promiscuous women lead a police detective to believe that the crimes are perpetrated by a serial killer. After narrowing the list of suspects, he is disturbed by the fact that the evidence points to the one person who does not fit the criminal profile supplied by the experts.",https://www.cbsrmt.com/episode/592-my-fair-lady-killer.html,"84,35,155,38,269",13,1
593,01/31/1977,A Casual Affair,"When a traveling salesman becomes entangled with a beautiful and mysterious lady, he becomes caught up in their casual affair. What he fails to realize is that his partner is more than what she appears to be and his life ends up in grave and terrible danger.",https://www.cbsrmt.com/episode/593-a-casual-affair.html,"29,16,10",13,1
594,02/02/1977,The Cat Is Dead,"Years later, a husband and his wife return to France to attend the funeral of an old friend. In the city of love, they reminisce the past and remember the first time they met when she was a member of the French Resistance and he, an American soldier.",https://www.cbsrmt.com/episode/594-the-cat-is-dead.html,"6,38,90",38,1
595,02/04/1977,The Ripple Effect,"In an attempt to recover several scandalous love letters from a bitter ex-mistress, a politician unwittingly sets off a chain of events that threaten to ruin his life, and the lives of those around him.",https://www.cbsrmt.com/episode/595-the-ripple-effect.html,"235,16,55,95,35",13,1
596,02/07/1977,I Pronounce You Dead,A girl's teenage angst leads her to witchcraft. She awakens from a dream believing she has killed her family.,https://www.cbsrmt.com/episode/596-i-pronounce-you-dead.html,"262,60,91,151",43,1
597,02/08/1977,The Aurora Group,"A man\'s problems begin after finding a quarter in his new suit dated nearly ten years into the future. After his discovery, he becomes plagued by visions of a future in which he murders his wife and becomes desperate when other objects from beyond begin appearing in his presence.",https://www.cbsrmt.com/episode/597-the-aurora-group.html,"9,264,35,114,2",13,1
598,02/10/1977,The Recluse,"A young son learns of the fate of his late father as well as the fortune that went missing together with his disappearance after his grandmother dies, leaving him to inherit the family inn as well as the host of secrets it keeps.",https://www.cbsrmt.com/episode/598-the-recluse.html,"25,119,138,90",234,1
599,02/11/1977,Masquerade,The mysterious disappearance of a valuable set of pearls during a masquerade ball lands a gorgeous singer and her boyfriend in a case of international espionage and corporate intrigue.,https://www.cbsrmt.com/episode/599-masquerade.html,"58,6,38,95",38,1
600,02/14/1977,Stamped for Death,"A pair of greedy brothers inherits their father\'s priceless stamp collection upon his death. When the two bounders unwittingly misplace it, they make plans to swindle their elderly relatives out of theirs.",https://www.cbsrmt.com/episode/600-stamped-for-death.html,"126,151,16,144",139,1
601,02/15/1977,The Star Killers,The world\'s top nuclear researcher is either an insane murderess or a gullible innocent. The truth becomes clear when she is forced to recount the story of her marriage to a supposed alien to her therapist; and how she was later convicted for her husband\'s death.,https://www.cbsrmt.com/episode/601-the-star-killers.html,"94,27,90,277",13,1
602,02/17/1977,If Mischief Follow,"Just as she is ready to announce her engagement to another doctor, Marion's first husband, whom she thought was dead, returns and wants to resume the marriage. He needs an operation her fiance is best suited to provide.",https://www.cbsrmt.com/episode/602-if-mischief-follow.html,"264,133,12,35,275",38,1
603,02/18/1977,A Heart of Gold,"A murderous and evil woman fulfills a vainglorious desire to imprint her portrait on special gold coins. In a strange turn of events, the image that appears on the coins is a hideous reflection of her avaricious nature instead of her actual visage.",https://www.cbsrmt.com/episode/603-a-heart-of-gold.html,"138,151,205,269",77,1
604,02/21/1977,Orient Express,"An estranged couple chance upon an unlikely reunion aboard the legendary Orient Express en route to Czechoslovakia. In this tale of international intrigue set during the Cold War, a shrewd reporter and sassy lounge singer become entangled in a web of lies and they must work together to uncover the truth.",https://www.cbsrmt.com/episode/604-orient-express.html,"49,6,189,2,95",38,1
605,02/22/1977,Jane Eyre,"A low-born governess falls in love with the lord of the manor in this classic tale of love and loss set in 19th century England. When she discovers he is wed to another, the poor woman flees her master and the mansion to make a new life for herself.",https://www.cbsrmt.com/episode/605-jane-eyre.html,"119,64,126,144",139,1
606,02/24/1977,Last Judgement,A young nurse moves in with her father-in-law to take care of him when he falls ill. Her world is shaken when she unwittingly learns his terrible secret as the rich old man is haunted by the dark specters of his past.,https://www.cbsrmt.com/episode/606-last-judgement.html,"27,42,26,68,98",234,1
607,02/25/1977,Legend of Phoenix Hill,"When an archeologist takes his adopted son on an expedition to China, the expedition is besieged by setbacks. A 2000 year old Chinese legend seems to hold the explanation. The young man dreams of the reincarnation of an ancient Chinese princess and feels an irresistable urge to uncover her.",https://www.cbsrmt.com/episode/607-legend-of-phoenix-hill.html,"140,91,10,38",38,1
608,02/28/1977,The Light that Failed,"In order to win the hand of the woman he loves, a painter and war correspondent does everything in his power to amass a fortune. When he scorns a woman he considers beneath his station, his carefully laid plans fall apart.",https://www.cbsrmt.com/episode/608-the-light-that-failed.html,"29,25,35,20",13,1
609,03/01/1977,The Hound of the Baskervilles,"In this classic tale of mystery and terror, the notorious sleuthing duo of Sherlock Holmes and Dr. Watson investigate the disappearance of a young lady, and its connection to the legend of a ghostly hound said to haunt the moors surrounding the Baskerville estate.",https://www.cbsrmt.com/episode/609-the-hound-of-the-baskervilles.html,"104,126,135,16,90",61,1
610,03/03/1977,The Overcoat,"In post-revolutionary Russia, a man devotes his entire savings to purchasing a new coat to satisfy his boss. The rest of his life's problems are related to that coat.",https://www.cbsrmt.com/episode/610-the-overcoat.html,"189,2,16,35,38",38,1
611,03/04/1977,Answer Me,"Distraught over the death of his wife, a failed author leaves his life behind him and sets out to lose himself in the heat and barrenness of Mexico. Along the way, he comes across a mother and daughter living in a commune and their strange bond inspires him to write again.",https://www.cbsrmt.com/episode/611-answer-me.html,"9,47,150,7",43,1
612,03/07/1977,Beyond the Barrier,"A young scientist is terribly injured in a car crash. While in the hospital, he has an out of body experience that propels him into the past. While there, he meets and comes to terms with all the people that greatly impacted his life.",https://www.cbsrmt.com/episode/612-beyond-the-barrier.html,"151,64,269,10",278,1
613,03/08/1977,The Sign of Four,This classic tale of theft and betrayal hurtles the legendary Sherlock Holmes into the midst of a secret society.  The terrible secrets continue to plague and haunt its members long after their pact is broken.,https://www.cbsrmt.com/episode/613-the-sign-of-four.html,"104,90,20,95,155",61,1
614,03/10/1977,The Pleading Voice,A teenage girl recovering from an illness hears a disembodied voice beg to be let into a ruined building on the property. Her father and their minister explore the ruins to learn the source of the voice.,https://www.cbsrmt.com/episode/614-the-pleading-voice.html,"87,269,133,16,35",234,1
615,03/11/1977,Till Death Do Us Part,"A plain and middle-aged spinster becomes romantically entangled with her married boss. Unfortunately for her, her lover has made a promise to never leave his wife as long as they both live. His mistress hatches a plot to get rid of the wife so she can claim her man.",https://www.cbsrmt.com/episode/615-till-death-do-us-part.html,"127,38,10",13,1
616,03/14/1977,Look Backward Sometimes,"A tennis pro plans to flee to Europe after fighting with her husband. Enroute, the plane crashes and she finds that her judge of character serves her well as she and the survivors struggle to survive.",https://www.cbsrmt.com/episode/616-look-backward-sometimes.html,"202,151,95,66,55",38,1
617,03/15/1977,The Shining Man,A young couple purchase a haunted house in Scotland where he is to take a new job. The man's uncle is a parapsychologist and tries to help them solve the mystery of the mysterious glowing in the windows at night.,https://www.cbsrmt.com/episode/617-the-shining-man.html,"91,262,38,12",38,1
618,03/17/1977,Jobo,A mildly retarded hick from Texas seems to be the heir of the gods of Easter Island. An archeologist and his daughter take separate paths to discover the truth.,https://www.cbsrmt.com/episode/618-jobo.html,"95,269,151,10,20",4,1
619,03/18/1977,Little Green Death,"In order to defend the proprietor of a small-town book shop charged with a crime he cannot remember, his best friend hires a hot shot lawyer to defend him. Things become complicated when the accused starts to doubt himself and begins to believe that he is actually guilty.",https://www.cbsrmt.com/episode/619-little-green-death.html,"14,16,135,98",13,1
620,03/21/1977,The Eighth Deadly Sin,"A famous writer falls in love with a seductive actress with a penchant for walking on the wild side. When she continues to risk her life and fortune in a high stakes gamble, it sparks a dangerous and downward spiral that ultimately leads to the death of their relationship.",https://www.cbsrmt.com/episode/620-the-eighth-deadly-sin.html,"119,9,38",38,1
621,03/22/1977,The Imposter,"A woman, with the ghostly assistance of an actor long gone is inspired to write a full-length play  despite having no theatrical experience whatsoever.  When she tries to take full credit for the story, the real author\'s spirit asserts himself and demands that her name be pulled from the marquee. On opening night, the woman reveals the identity of the true writer of the successful show.",https://www.cbsrmt.com/episode/621-the-imposter.html,"102,27,35,144",43,1
622,03/24/1977,The Gift of Doom,"A snowbound prospector is saved by an Eskimo witch from a fatal accident. He soon learns of her powerful skill with healing magic and decides to marry her. Her talents soon help further his political ambitions. However, bloated with his own self-importance he decides that he no longer needs the savage that is his wife and schemes to get rid of her.",https://www.cbsrmt.com/episode/622-the-gift-of-doom.html,"14,64,29,151,35",64,1
623,03/25/1977,A Study in Scarlet,"A sealed room mystery that launched the careers of the legendary Sherlock Holmes and Dr. Watson. A strange death, a valuable engagement ring and the word RACHE scrawled in blood send the brilliant Holmes and Watson hot on the trail of a wily and sinister murderer.",https://www.cbsrmt.com/episode/623-a-study-in-scarlet.html,"104,90,60,95,38",61,1
624,03/28/1977,The Warriors from Loanda,"Two unscrupulous ivory hunters are unexpectedly stranded in the dense jungles of the Congo and soon succumb to the heat and humidity of the rain forest.  As isolation takes its toll, the two hunters slowly go mad and waste away.",https://www.cbsrmt.com/episode/624-the-warriors-from-loanda.html,"16,269,118,220",234,1
625,03/29/1977,The Coldest Killer,"Completely enamored with her husband\'s business partner, a faithless wife and her lover scheme to dispatch the two hindrances to their affair: her nosy mother-in-law and her husband himself.",https://www.cbsrmt.com/episode/625-the-coldest-killer.html,"47,275,126,155,17",13,1
626,03/31/1977,Death Is Blue,"After discovering that his unattractive sister has managed to snare a handsome man as her fiance, he hires a private detective to look into the man\'s background. He is firmly convinced that the scoundrel is merely after her money.",https://www.cbsrmt.com/episode/626-death-is-blue.html,"138,12,6,35,38",13,1
627,04/01/1977,You Bet Your Life,"An expectant father with gambling problem swears off his addiction after suffering a particularly heavy loss. However, when he loses his job, he returns to the race-track and tries to earn a living by outwitting and outplaying lady luck.",https://www.cbsrmt.com/episode/627-you-bet-your-life.html,"58,262,95,279",38,1
628,04/04/1977,So Shall Ye Reap,"In the 1850’s, a small town in New Mexico becomes afflicted with a strange curse that affects only women and children. In a desperate bid to find a cure, the town’s mayor discovers an unspeakable horror from his past.",https://www.cbsrmt.com/episode/628-so-shall-ye-reap.html,"151,70,26,144,64",64,1
629,04/05/1977,The Sensitive,"A cynical and bitter skeptic attends a sÃ©ance with his wife and his boss. Despite his aversion to things of the occult, he soon realizes that he is sensitive to the paranormal activities around him and actually has the power to manifest spirits into the physical plane. His so-called gift however comes with a terrible price.",https://www.cbsrmt.com/episode/629-the-sensitive.html,"133,26,98,112,12",43,1
630,04/07/1977,The High Priest,A swindler tries to convince an art appraiser to declare his counterfeit painting to be real and worth millions.,https://www.cbsrmt.com/episode/630-the-high-priest.html,"16,35,38,269",13,1
631,04/08/1977,"Blood, Thunder, and a Woman in Green",A private detective in the 1940\'s stumbles into a murder investigation when his tabloid photographer friend is brutally slain over a controversial photo he took.,https://www.cbsrmt.com/episode/631-blood-thunder-and-a-woman-in-green.html,"49,20,119,269,16",280,2
632,04/11/1977,The Meteorite,"When a meteorite crashes into a farm field, it is immediately claimed by a local college professor. However, upon closer examination it becomes apparent that there is more to the meteor than what it seems. The professor soon learns that the rock is actually an alien spacecraft, complete with alien pilot inside it!",https://www.cbsrmt.com/episode/632-the-meteorite.html,"70,151,6,10,118",234,1
633,04/12/1977,Man-Sized in Marble,Americans on an extended working holiday find that one of them is a part of local prophecy and legend. The woman is linked to a blasphemous act in a cursed church.,https://www.cbsrmt.com/episode/633-man-sized-in-marble.html,"58,202,138,204",38,1
634,04/14/1977,The Phantom House,Two young sisters spend the summer with their aunt and uncle in the Virginia countryside at the turn of the century. One sister sees the image of a house destroyed more than 50 years before and struggles against becoming part of its terrible curse.,https://www.cbsrmt.com/episode/634-the-phantom-house.html,"6,29,38,262,144",38,1
635,04/15/1977,Borderline Case,"A young girl, whose father is the town sheriff, becomes clairvoyant while gazing into a smoky-gray pearl worn by an old woman. She learns the terrible history of the valuable pearl and foresees the murder of the famous jewel's owner. Then she helps her father solve the crime.",https://www.cbsrmt.com/episode/635-borderline-case.html,"281,141,151,35,279",13,1
636,04/18/1977,A House Divided,A son returns home four years after joining the army with a plan of revenge for the murder of his D.A. father who was killed by his mother and her mob-connected lover.,https://www.cbsrmt.com/episode/636-a-house-divided.html,"47,9,150,151,95",64,1
637,04/19/1977,The Book of Abaca,The captain and the engineer of a doomed oil freighter become the victims of the contents of the ship\'s log when the freighter\'s owner decides he wants the book for himself.,https://www.cbsrmt.com/episode/637-the-book-of-abaca.html,"282,16,90,35",13,1
638,04/21/1977,Come Away Death,"An old lawyer makes a deal with Death to forestall his passing. He takes the job of death, and death takes his place. Who got the short end of the deal?",https://www.cbsrmt.com/episode/638-come-away-death.html,"27,269,6,155,38",38,1
639,04/22/1977,The Prisoner of Zenda,The coronation of a new king is disrupted when the king's brother drugs him. A distant relative who closely resembles the king steps in to take his place at the coronation.,https://www.cbsrmt.com/episode/639-the-prisoner-of-zenda.html,"283,2,10,126,7",100,1
640,04/25/1977,Bound East for Haiti,"On a commercial voyage, a sailor attempts to curse his captain with black magic to steal the girlfriend for himself.",https://www.cbsrmt.com/episode/640-bound-east-for-haiti.html,"29,204,12,10",234,1
641,04/26/1977,The Adventure of the Red-Headed League,Sherlock Holmes helps a friend who has been swindled by a group of red-headed men. He uncovers a much larger scheme.,https://www.cbsrmt.com/episode/641-the-adventure-of-the-red-headed-league.html,"104,90,16,38",61,1
642,04/28/1977,The Second Chance Lady,A door-to-door cosmetics sales lady unwittingly stumbles into the lair of a hold-up guy. She outwits them to stay alive.,https://www.cbsrmt.com/episode/642-the-second-chance-lady.html,"6,26,9,269",13,1
643,04/29/1977,Wuthering Heights,The prodigal son returns to the family homestead bent on siezing control from the relatives that treated him poorly as a youth.,https://www.cbsrmt.com/episode/643-wuthering-heights.html,"58,35,151,202,126",139,1
644,05/02/1977,Much Too Much,"In this farce, the King of a tiny kingdom doesn't want to spend the money to purchase a guillotine to execute a prisoner. He explores several other means of execution and punishment, but can't find one that he deems cost effective.",https://www.cbsrmt.com/episode/644-much-too-much.html,"16,90,38,95",284,1
645,05/03/1977,The Luck Sisters,"This is the story of twin sister residents of a mining town. One always brings good fortune, the other nothing but bad luck. When the residents have a chance to all get rich, the bringer of bad luck should start feeling very nervous.",https://www.cbsrmt.com/episode/645-the-luck-sisters.html,"204,35,151,135",13,1
646,05/05/1977,Reunion Fever,"Most of the attendees of a class reunion end up sick with many of them dying. One member of the class gets a letter offering to sell him the remedy for the mysterious virus for $10,000.",https://www.cbsrmt.com/episode/646-reunion-fever.html,"285,58,91,10,118",13,1
647,05/06/1977,Bottom of the World,Arctic scientists must escape when threatened by a planetary catastrophe.,https://www.cbsrmt.com/episode/647-bottom-of-the-world.html,"25,66,269,130",64,1
648,05/16/1977,Mayerling Revisited,"A young, engaged couple must confront the guy's domineering and wealthy father. As they deal with his father's opposition to their marriage, the woman has dreams of a similar couple over 100 years ago who confronted the same problem in the same house.",https://www.cbsrmt.com/episode/648-mayerling-revisited.html,"6,58,38,155",193,1
649,05/17/1977,The Child's Cat Paw,"A child and a strange cat weave a spell on an old man and a gold digger to put them together. The girl's motives are pure, the cat's are not.",https://www.cbsrmt.com/episode/649-the-child-s-cat-paw.html,"286,35,95,10,93",38,2
650,05/19/1977,A Matter of Customs,"Detective novel enthusiast Millie and her husband Sam go on a sea cruise where they repeatedly encounter another couple. One of the couples keeps changing husbands, causing suspicion in the other.",https://www.cbsrmt.com/episode/650-a-matter-of-customs.html,"60,90,227,2",38,1
651,05/20/1977,"Wine, Women, and Murder",A mild-mannered book seller travels to Germany for a poetry festival and is framed for murder. His only hope is an assistant secretary consulate who is only mildly interested in his case.,https://www.cbsrmt.com/episode/651-wine-women-and-murder.html,"16,91,135,269",13,1
652,05/23/1977,The Briefcase Blunder,"When a briefcase full of money is left in Harry's cab, he finds out honesty will not always set you free. He finds himself in a whole lot of trouble after he turns it in to the police and the owner refuses to claim it.",https://www.cbsrmt.com/episode/652-the-briefcase-blunder.html,"58,264,38,20",287,1
653,05/24/1977,"Transmutation, Inc.",A small time hustler is forced into a moral dilemna where he must choose good or evil when he is confronted by the Devil himself.,https://www.cbsrmt.com/episode/653-transmutation-inc.html,"27,16,35",13,1
654,05/26/1977,The Countess,A French countess recounts her brief attraction to a Spanish prisoner of war and her marriage to a brutal French dignitary.,https://www.cbsrmt.com/episode/654-the-countess.html,"6,202,269,90,151",284,1
655,05/27/1977,Guilty Secret,A Senator finds himself in the middle of a presidential race with a terrible secret he must conceal. He is sure that people know of an indiscretion from his past and will use it against him.,https://www.cbsrmt.com/episode/655-guilty-secret.html,"49,2,10,26",13,1
656,05/30/1977,The Silent Witness,A Hawaiian banker is haunted by a vision of an open grave in an American cemetary. His new assistant's wife brings back painful memories for him.,https://www.cbsrmt.com/episode/656-the-silent-witness.html,"12,6,126,95",234,1
657,05/31/1977,The Boscombe Pool Mystery,"Sherlock Holmes solves the murder mystery of a young man who is accused of murdering his father. The evidence seems irrefutable, but Holmes dissects it.",https://www.cbsrmt.com/episode/657-the-boscombe-pool-%20mystery.html,"104,90,119,38,340",61,1
658,06/02/1977,A God Named Smith,"A young child prodigy creates an entire planet of his own, intending it to be a better world than earth. He finds volunteers to populate it, and establishes himself as a god.",https://www.cbsrmt.com/episode/658-a-god-named-smith.html,"151,27,10,91",4,2
659,06/03/1977,The Two-Dollar Murders,A man tries to cover up an affair and murder by killing a cop who writes him a parking ticket. The unlikliest of clues and the unlikliest of witnesses gives him away.,https://www.cbsrmt.com/episode/659-the-two-dollar-murders.html,"9,16,35,155",13,1
660,06/06/1977,The Blood Red Wine,"A man wonders out of a storm into a couple's house and dies of a heart attack. He is carrying with him $250,000 stolen money. Do they keep it or give it back despite the fact that nobody knows they have it?",https://www.cbsrmt.com/episode/660-the-blood-red-wine.html,"47,12,6",13,1
661,06/07/1977,The Curse of Conscience,"A hustler and loser fall in with an elderly woman who tries to put him on the straight and narrow path. When he finds himself in a bind, he aims to take advantage of her -- with dire consequences.",https://www.cbsrmt.com/episode/661-the-curse-of-conscience.html,"25,60,35,95",38,1
662,06/09/1977,Dialogue with Death,A man is reunited with a childhood love and wants to marry her. He has difficulty dealing with her one peculiarity: she regularly talks to her dead parents and her dead horse.,https://www.cbsrmt.com/episode/662-dialogue-with-death.html,"58,204,10",43,1
663,06/10/1977,The Night We Died,It's con man versus con man in this sci-fi story of double-crossing and murder as a veteran of the Lunar Revolt tries to scam a war widow.,https://www.cbsrmt.com/episode/663-the-night-we-died.html,"275,269,20,155",4,1
664,06/13/1977,First Woman in Space,The first woman in space returns to earth with an alien living within her --- an alien that will fight her for control of her body and survival in her new environment.,https://www.cbsrmt.com/episode/664-first-woman-in-space.html,"285,6,126,189",215,1
665,06/14/1977,Murder One,A wealthy widow is being blackmailed by her maid for killing her husband. So she tries to frame her for her own crime.,https://www.cbsrmt.com/episode/665-murder-one.html,"127,26,2",288,1
666,06/16/1977,Little Lucy's Lethal Libation,Womens Lib runs amok. An advertising executive suspects that women plan to take over the world when his female boss assigns him to an account with an overbearing female client who shuns publicity.,https://www.cbsrmt.com/episode/666-little-lucy-s-lethal-libation.html,"9,35,155,95",13,1
667,06/17/1977,Two Motives for Murder,"A young broker thinks he's in trouble when $100,000 in bonds entrusted to him comes up missing. But his troubles really begin when his boss invites him out on his yacht to discuss the matter.",https://www.cbsrmt.com/episode/667-two-motives-for-murder.html,"102,10,16,38",234,1
668,06/20/1977,The Birthmark,A scientist believes that a hand-shaped birthmark on his wife's cheek is the only thing standing between her and perfect beauty. He develops a means of removing it and his wife is willing. What price will they pay for their vanity?,https://www.cbsrmt.com/episode/668-the-birthmark.html,"25,289,6",43,1
669,06/21/1977,"Tomorrow, Cloudy and Cold","A scientist conducts experiments on a young drifter to allow him to be able to control the weather with his emotions. When his young subject escapes, the scientist must find his subject before he creates havoc.",https://www.cbsrmt.com/episode/669-tomorrow-cloudy-and-cold.html,"27,151,35,262,12",77,1
670,06/23/1977,The Red Circle,A middle-class housewife has an unexpected visitor who is an old friend from whom she has not heard in many years. The old friend has an incredible tale to tell that pits her friend against her old friend's husband.,https://www.cbsrmt.com/episode/670-the-red-circle.html,"144,16,212,118",234,1
671,06/24/1977,Fan Mail,"An overly obsessed fan is angry when her favorite soap opera character is killed off, believing it to be real. Meanwhile, the actors live out a real-life soap opera.",https://www.cbsrmt.com/episode/671-fan-mail.html,"49,264,26,38,269",13,1
672,06/27/1977,"Come, Fill My Cup",A train conductor recounts how a regular poker game on commuter train 4321 turned into murder by poison.,https://www.cbsrmt.com/episode/672-come-fill-my-cup.html,"9,151,95,269",13,1
673,06/28/1977,The Adventure of the Speckled Band,Sherlock Holmes is hired by a young heiress to find out who killed her sister in a sealed room murder.,https://www.cbsrmt.com/episode/673-the-adventure-of-the-speckled-band.html,"104,90,119,20",61,1
674,06/30/1977,Dead Men Do Tell Lies,"A dead man recounts how his life came to an end as he served as the conscience of a group of men who committed a horrible act twenty years prior. Meanwhile, a pair of detectives pursue his killer.",https://www.cbsrmt.com/episode/674-dead-men-do-tell-tales.html,"29,283,91,6",38,1
675,07/01/1977,Revenge,"Set in an 1880's western town, a wealthy man comes to town bent on revenge on three men who wronged him many years prior. His reasons for revenge are startling.",https://www.cbsrmt.com/episode/675-revenge.html,"289,16,2,17,35",290,2
676,07/04/1977,Boomerang,A young witch tries to enlist the aid of Satan in order to deploy spells against the man who continues to spurn her. But they always backfire and end up hurting her.,https://www.cbsrmt.com/episode/676-boomerang.html,"205,87,68,27",43,1
677,07/05/1977,Hexed,A newlywed is sure that her husband's manservant is trying to put a hex on her because he resents her upsetting the household. She tries to convince her husband to sell their Carribean plantation and move. He wants to stay and solve the mystery.,https://www.cbsrmt.com/episode/677-hexed.html,"202,58,38",193,1
678,07/07/1977,A Stranger Among Us,"A tale of UFO encounter, abduction, and subsequent hypnosis to recover the memories. A woman, arrested for auto theft, claims that she is the victim of an alien abuction. Supposedly based on a true story.",https://www.cbsrmt.com/episode/678-a-stranger-among-us.html,"6,90,126",43,1
679,07/08/1977,The Gift,"Rita Holland and Walter Powers accomplish a murder they have been planning for some time. They go to Rita's apartment and after she turns up the hi-fi to its loudest pitch, Walter shoots her husband, Dennis. Their explanation to the police is that Dennis was killed by a burglar trying to steal his valuable coin collection. The police begin a routine investigation, so routine that Walter, subject to hallucinations, starts believing they know he's guilty.",https://www.cbsrmt.com/episode/679-the-gift.html,"12,16,10,32",13,1
680,07/11/1977,A Scandal in Bohemia,The king of a Bohemian nation employs Sherlock Holmes to retrieve a scandulous photo from an old fling. Holmes finally meets his match in cunning and deduction.,https://www.cbsrmt.com/episode/680-a-scandal-in-bohemia.html,"104,90,6,269",61,1
681,07/12/1977,The Colonel Chabert,"A French colonel, thought to be dead, returns to his family and tries to recover some of his fortune from his wife who has since remarried and borne a family. She is reluctant because he can reveal her less than distinguished past.",https://www.cbsrmt.com/episode/681-the-colonel-chabert.html,"121,116,9,7",287,1
